name,clinical trial,accession number,smiles,categories,unii,cas number,kegg drug,pubchem compound,chemspider,bindingdb,rxnav,chebi,chembl,therapeutic targets database,pharmgkb,zinc
"(2S,3S)-3-FORMYL-2-({[(4-METHYLPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID",Not Available,DB08640,[H][C@@](CC)(C=O)[C@@]([H])(CNS(=O)(=O)C1=CC=C(C)C=C1)C(O)=O,,,,,6323526.0,4883462.0,,,,,,,ZINC000003870379
"(2S,3S)-3-FORMYL-2-({[(4-NITROPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID",Not Available,DB08641,[H][C@@](CC)(C=O)[C@@]([H])(CNS(=O)(=O)C1=CC=C(C=C1)[N+]([O-])=O)C(O)=O,,,,,6323527.0,4883463.0,,,,,,,ZINC000003870383
"(2R,6S)-6-{[methyl(3,4,5-trimethoxyphenyl)amino]methyl}-1,2,5,6,7,8-hexahydroquinazoline-2,4-diamine",Not Available,DB08642,[H][C@]1(CN(C)C2=CC(OC)=C(OC)C(OC)=C2)CCC2=C(C1)C(N)=N[C@]([H])(N)N2,,,,,46937168.0,25060059.0,,,,,,,ZINC000038377675
2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER,Not Available,DB08643,[H][C@@](CS)(NCC1=CC=C(C=C1)C1=CC=CC=C1)C(=O)NCC(=O)N[C@@]([H])(C(C)C)C(=O)OC,,,,,4369141.0,3571842.0,,,,,,,ZINC000053683264
{1-[2-(1-FORMYL-PROPYL)-3-METHANESULFONYLAMINO-PYRROLIDINE-1-CARBONYL]-2-METHYL-PROPYL}-CARBAMIC ACID TERT-BUTYL ESTER,Not Available,DB08644,[H][C@@](CC)(C=O)[C@@]1([H])N(CC[C@]1([H])NS(C)(=O)=O)C(=O)[C@@]([H])(NC(=O)OC(C)(C)C)C(C)C,,,,,6323528.0,4883464.0,,,,,,,ZINC000038321466
"6-CHLORO-3-(DICHLOROMETHYL)-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE 1,1-DIOXIDE",Not Available,DB08645,[H][C@]1(NC2=CC(Cl)=C(C=C2S(=O)(=O)N1)S(N)(=O)=O)C(Cl)Cl,,,,,6604229.0,5036525.0,,,,CHEMBL1231193,,,ZINC000000897236
TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL,Not Available,DB08646,[H][C@](N)(CC1=CNC2=C1C=CC(NNC1=CC=CC=C1)=C2O)C=O,,,,,46937169.0,25058064.0,,,,,,,ZINC000100036939
TRAZEOLIDE,Not Available,DB08647,[H][C@]1(C)[C@]([H])(C(C)C)C2=C(C=C(C)C(=C2)C(=O)CCC(O)=O)C1(C)C,,,,,444705.0,392562.0,,,46099.0,,,,ZINC000006522174
"(1R,3S,5S,8R)-8-Hydroxy-2-oxabicyclo[3.3.1]non-6-ene-3,5-dicarboxylic acid",Not Available,DB08648,[H][C@@]1(O)C=C[C@]2(C[C@]([H])(O[C@]1([H])C2)C(O)=O)C(O)=O,,,,,445314.0,392988.0,50173884.0,,,CHEMBL197577,,,ZINC000005851130
(1S)-1-AMINO-2-(1H-INDOL-3-YL)ETHANOL,Not Available,DB08649,[H][C@](N)(O)CC1=CNC2=CC=CC=C12,,,,,20846113.0,20163058.0,,,46144.0,,,,ZINC000053683275
3'-THIO-THYMIDINE-5'-PHOSPHATE,Not Available,DB08651,[H][C@]1(S)C[C@@]([H])(O[C@]1([H])COP(O)(O)=O)N1C=C(C)C(=O)NC1=O,,,,,46937170.0,25058112.0,,,,,,,ZINC000033516765
Indoleacetamide,Not Available,DB08652,NC(=O)CC1=CNC2=CC=CC=C12,"Heterocyclic Compounds, Fused-Ring / Indoles",O9SEW65XW3,879-37-8,,397.0,386.0,,,16031.0,,,,ZINC000000409269
Tryptamine,Not Available,DB08653,NCCC1=CNC2=CC=CC=C12,"Amines / Biogenic Amines / Biogenic Monoamines / Heterocyclic Compounds, Fused-Ring / Indoles",422ZU9N5TV,61-54-1,,1150.0,1118.0,50024210.0,,16765.0,CHEMBL6640,,,ZINC000000120144
"TRANS-(1S,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL",Not Available,DB08654,[H][C@]1(N)CCC2=CC=CC=C2[C@]1([H])O,,,,,6420130.0,4925694.0,50023139.0,,,CHEMBL46439,,,ZINC000008699423
"9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE",Not Available,DB08655,CC(=O)N1C2=CC=CC=C2C2=C1C(=O)CCC2,,,,,853608.0,746007.0,50158692.0,,,CHEMBL1236441,,,ZINC000000393073
5-amino-2-methyl-N-[(1R)-1-naphthalen-1-ylethyl]benzamide,Not Available,DB08656,[H][C@](C)(NC(=O)C1=C(C)C=CC(N)=C1)C1=CC=CC2=C1C=CC=C2,,,,,24941262.0,24617535.0,31524.0,,,CHEMBL549695,,,ZINC000043012570
2-(4-(2-((3-(5-(PYRIDIN-2-YLTHIO)THIAZOL-2-YL)UREIDO)METHYL)-1H-IMIDAZOL-4-YL)PHENOXY)ACETIC ACID,Not Available,DB08657,OC(=O)COC1=CC=C(C=C1)C1=CNC(CNC(=O)NC2=NC=C(SC3=NC=CC=C3)S2)=N1,Sulfur Compounds,,,,17758816.0,21378486.0,,,,CHEMBL1206212,,,ZINC000024952251
ETHYL HYDROGEN DIETHYLAMIDOPHOSPHATE,Not Available,DB08658,CCO[P@](O)(=O)N(CC)CC,,,,,15083623.0,25058263.0,,,,,,,
2-(hydrazinocarbonyl)-3-phenyl-1H-indole-5-sulfonamide,Not Available,DB08659,NNC(=O)C1=C(C2=C(N1)C=CC(=C2)S(N)(=O)=O)C1=CC=CC=C1,,,,,14611919.0,22378379.0,25904.0,,,CHEMBL262628,,,
Quinalizarin,Not Available,DB08660,OC1=CC=C(O)C2=C1C(=O)C1=C(C(O)=C(O)C=C1)C2=O,Anthracenes / Quinones,6D43C3LYSG,81-61-8,,5004.0,4829.0,50041419.0,,37495.0,CHEMBL29898,,,ZINC000003874832
"1-(2,5-dideoxy-5-pyrrolidin-1-yl-beta-L-erythro-pentofuranosyl)-5-methylpyrimidine-2,4(1H,3H)-dione",Not Available,DB08661,[H][C@@]1(O)C[C@]([H])(O[C@@]1([H])CN1CCCC1)N1C=C(C)C(=O)NC1=O,,,,,25147495.0,25058267.0,,,,,,,ZINC000053683282
3-[1-(4-BROMO-PHENYL)-2-METHYL-PROPYL]-4-HYDROXY-CHROMEN-2-ONE,Not Available,DB08662,[H][C@](C(C)C)(C1=CC=C(Br)C=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,,,,,54693872.0,25058273.0,,,,,,,ZINC000016051572
4-HYDROXY-7-METHOXY-3-(1-PHENYL-PROPYL)-CHROMEN-2-ONE,Not Available,DB08663,[H][C@](CC)(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=C(OC)C=C2,,,,,54736485.0,25058337.0,,,,,,,ZINC000100036950
({3-[1-(4-Hydroxy-2-oxo-2H-chromen-3-yl)-propyl]-phenylcarbamoyl}-methyl)-carbamic acid tert-butyl ester,Not Available,DB08664,CC[C@@H](C1=CC(NC(=O)CNC(=O)OC(C)(C)C)=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,,,,,54689025.0,25058338.0,1924.0,,,,,,ZINC000100036952
"6,11-DIHYDRO-11-ETHYL-6-METHYL-9-NITRO-5H-PYRIDO[2,3-B][1,5]BENZODIAZEPIN-5-ONE",Not Available,DB08665,CCN1C2=CC(=CC=C2N(C)C(=O)C2=C1N=CC=C2)[N+]([O-])=O,,,,,447012.0,394224.0,1642.0,,,CHEMBL71927,,,
5-imino-4-(3-trifluoromethyl-phenylazo)-5H-pyrazol-3-ylamine,Not Available,DB08666,FC(F)(F)C1=CC(NN=C2C(=N)N=NC2=N)=CC=C1,,,,,11840988.0,34964308.0,17853.0,,,,,,ZINC000138025575
4-(4-fluoro-phenylazo)-5-imino-5H-pyrazol-3-ylamine,Not Available,DB08667,FC1=CC=C(NN=C2C(=N)N=NC2=N)C=C1,,,,,11840989.0,34964312.0,17857.0,,,,,,ZINC000138025689
3-(5-Amino-3-imino-3H-pyrazol-4-ylazo)-benzoic acid,Not Available,DB08668,OC(=O)C1=CC(NN=C2C(=N)N=NC2=N)=CC=C1,,,,,11840990.0,34964315.0,17860.0,,,,,,ZINC000138025793
"METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-METHYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE",Not Available,DB08669,[H][C@@](C)(NC(=O)[C@@]([H])(O)[C@]([H])(N)C1=CC=C(C)C=C1)C(=O)N[C@]([H])(CC(C)C)C(=O)OC,,,,,6914647.0,5290527.0,,,,,,,ZINC000016052079
"METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-ISOPROPYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE",Not Available,DB08670,[H][C@@](C)(NC(=O)[C@@]([H])(O)[C@]([H])(N)C1=CC=C(C=C1)C(C)C)C(=O)N[C@]([H])(CC(C)C)C(=O)OC,,,,,6914648.0,5290528.0,,,,,,,ZINC000016052056
5-Imino-4-(2-trifluoromethyl-phenylazo)-5H-pyrazol-3-ylamine,Not Available,DB08671,FC(F)(F)C1=CC=CC=C1NN=C1C(=N)N=NC1=N,,,,,11840992.0,34964309.0,17854.0,,,,,,ZINC000138025921
4-[(3R)-3-{[2-(4-FLUOROPHENYL)-2-OXOETHYL]AMINO}BUTYL]BENZAMIDE,Not Available,DB08672,[H][C@@](C)(CCC1=CC=C(C=C1)C(N)=O)NCC(=O)C1=CC=C(F)C=C1,,,,,15991577.0,13122512.0,15464.0,,,CHEMBL218289,,,ZINC000014958614
"4-[(5-ISOPROPYL-1,3-THIAZOL-2-YL)AMINO]BENZENESULFONAMIDE",Not Available,DB08673,CC(C)C1=CN=C(NC2=CC=C(C=C2)S(N)(=O)=O)S1,,,,,5327097.0,4484349.0,,,,,,,ZINC000016051832
"(20S)-19,20,21,22-TETRAHYDRO-19-OXO-5H-18,20-ETHANO-12,14-ETHENO-6,10-METHENO-18H-BENZ[D]IMIDAZO[4,3-K][1,6,9,12]OXATRIAZA-CYCLOOCTADECOSINE-9-CARBONITRILE",Not Available,DB08674,[H][C@@]12CCN(C1=O)C1=C3C=C(OC4=C(C=CC(CN5C=NC=C5CN2)=C4)C#N)C=CC3=CC=C1,,,,,23646577.0,,14010.0,,,CHEMBL496879,,,ZINC000003870365
"(5Z)-7-{(1R,4S,5R,6R)-6-[(1E)-1-Octen-1-yl]-2,3-diazabicyclo[2.2.1]hept-2-en-5-yl}-5-heptenoic acid",Not Available,DB08675,[H]\C(CCCC(O)=O)=C(/[H])C[C@@]1([H])[C@]2([H])C[C@@]([H])(N=N2)[C@]1([H])C(\[H])=C(/[H])CCCCCC,,,,,94286438.0,35034452.0,,,,,,,ZINC000049872120
"(20S)-19,20,22,23-TETRAHYDRO-19-OXO-5H,21H-18,20-ETHANO-12,14-ETHENO-6,10-METHENOBENZ[D]IMIDAZO[4,3-L][1,6,9,13]OXATRIAZACYCLONOADECOSINE-9-CARBONITRILE",Not Available,DB08676,[H][C@]12CCN(C1=O)C1=CC=CC3=C1C=C(OC1([H])CC(CN4C=NC=C4CCN2)=CC[C@]1([H])C#N)C=C3,,,,,131704313.0,64873355.0,,,,,,,
N-(5-Isopropyl-thiazol-2-YL)-2-pyridin-3-YL-acetamide,Not Available,DB08677,[H]N(C(=O)CC1=CN=CC=C1)C1=NC=C(S1)C(C)C,,,,,5327096.0,4484348.0,,,,,,,
(4-ETHYLPHENYL)SULFAMIC ACID,Not Available,DB08678,CCC1=CC=C(NS(O)(=O)=O)C=C1,,,,,9547998.0,7826924.0,,,,,,,ZINC000016052169
N-{3-[(E)-(tert-butoxyimino)methyl]-4-chlorophenyl}-2-methylfuran-3-carbimidothioic acid,Not Available,DB08680,CC1=C(C=CO1)C(=S)NC1=CC(\C=N\OC(C)(C)C)=C(Cl)C=C1,,,172998-57-1,,9554696.0,7832704.0,,,,CHEMBL99965,,,ZINC000006483660
1-METHYL ETHYL 2-CHLORO-5-[[[(1-METHYLETHOXY)THIOOXO]METHYL]AMINO]-BENZOATE,Not Available,DB08681,CC(C)OC(=S)NC1=CC(C(=O)OC(C)C)=C(Cl)C=C1,,,,,3000477.0,2272070.0,,,,CHEMBL440510,,,ZINC000003870524
"1-METHYL ETHYL 1-CHLORO-5-[[(5,6DIHYDRO-2-METHYL-1,4-OXATHIIN-3-YL)CARBONYL]AMINO]BENZOATE",Not Available,DB08682,CC(C)OC(=O)C1=C(Cl)C=CC(NC(=O)C2=C(C)OCCS2)=C1,,,,,1385.0,1344.0,,,,CHEMBL190729,,,ZINC000001492540
"REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE",Not Available,DB08683,[H][C@]12CC[C@]([H])(O1)N1C3=C(C=CC=C3)C3=C4C(=O)NC(=O)C4=C4C5=C(C=CC=C5)N2C4=C13,,,,,447446.0,394549.0,,,,CHEMBL289422,,,ZINC000018183490
O-Decyl Hydrogen Thiocarbonate,Not Available,DB08684,CCCCCCCCCCOC(S)=O,,,,,14812933.0,22378433.0,,,,,,,ZINC000053683305
"1-(1,4-dimethyl-1,2,3,4-tetrahydroquinoxalin-6-yl)methanamine",Not Available,DB08685,CN1CCN(C)C2=CC(CN)=CC=C12,,,,,7127816.0,5471643.0,,,,,,,ZINC000004200686
"5,6,7,8,9,10-HEXAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOOCTA[B]PYRAN-2-ONE",Not Available,DB08686,[H][C@](CC)(C1=CC=CC=C1)C1=C(O)C2=C(CCCCCC2)OC1=O,,,,,54685311.0,18875873.0,,,,,,,ZINC000013741431
2-Undecanone,Not Available,DB08688,CCCCCCCCCC(C)=O,,YV5DSO8CY9,112-12-9,,8163.0,7871.0,,,17700.0,CHEMBL1236582,,,ZINC000001529305
Ubiquinone Q1,Not Available,DB08689,COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O,Benzoquinones / Coenzymes / Enzymes and Coenzymes / Quinones,JR17826E4G,727-81-1,,4462.0,4307.0,,,46234.0,CHEMBL1236594,,,ZINC000001559692
Ubiquinone Q2,Not Available,DB08690,COC1=C(OC)C(=O)C(C\C=C(/C)CCC=C(C)C)=C(C)C1=O,"Antidotes / Benzoquinones / Coenzymes / Compounds used in a research, industrial, or household setting / Diet, Food, and Nutrition / Electron Transport Chain Complex Proteins / Enzymes and Coenzymes / Food / Food and Beverages / Growth Substances / Hydroxymethylglutaryl-CoA Reductase Inhibitors / Lipid Regulating Agents / Micronutrients / Physiological Phenomena / Protective Agents / Quinones / Vitamins",I7T5V2W47R,606-06-4,,5280346.0,4444053.0,,1423925.0,46372.0,CHEMBL1236595,,,ZINC000001532641
"ethyl 3-[(E)-2-amino-1-cyanoethenyl]-6,7-dichloro-1-methyl-1H-indole-2-carboxylate",Not Available,DB08691,CCOC(=O)C1=C(\C(=C/N)C#N)C2=C(N1C)C(Cl)=C(Cl)C=C2,,,,,44237094.0,22378449.0,,,,CHEMBL1236620,,,ZINC000033295985
D-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid,Not Available,DB08692,[H]N(C(C)=O)[C@]([H])(CC1=CC=C(Cl)C=C1)[B-](O)(O)O,,,,,46937174.0,25058739.0,,,,,,,ZINC000169748514
L-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid,Not Available,DB08693,[H]N([C@@H](CC1=CC=C(Cl)C=C1)[B-](O)(O)O)C(C)=O,,,,,449042.0,395671.0,,,,,,,ZINC000169748515
Variolin B,Not Available,DB08694,NC1=NC=CC(=N1)C1=C2C=CN=C(N)N2C2=NC=CC(O)=C12,Alkaloids,,,,9817550.0,7993300.0,50398327.0,,,CHEMBL380500,,,ZINC000020149024
3-(4-nitrophenyl)-1H-pyrazole,Not Available,DB08695,[O-][N+](=O)C1=CC=C(C=C1)C1=NNC=C1,,,,,2737071.0,2018720.0,,,,CHEMBL264950,,,ZINC000003884177
"4-(2-aminoethoxy)-N-(3-chloro-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide",Not Available,DB08697,CC1=CC(=CC(C)=C1OCCN)C(=O)NC1=CC(Cl)=CC(=C1)N1CCCCC1,,,,,23653532.0,22378460.0,50231526.0,,,CHEMBL253608,,,ZINC000016052612
"1-[(3S)-5-PHENYL-3-THIOPHEN-2-YL-3H-1,4-BENZODIAZEPIN-2-YL]AZETIDIN-3-OL",Not Available,DB08698,[H][C@@]1(N=C(C2=CC=CC=C2)C2=CC=CC=C2N=C1N1CC(O)C1)C1=CC=CS1,,,,,25113120.0,25058572.0,,,,,,,ZINC000053194178
"1-tert-butyl-3-(3-methylbenzyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",Not Available,DB08699,CC1=CC(CC2=NN(C3=C2C(N)=NC=N3)C(C)(C)C)=CC=C1,,,,,24865390.0,23976079.0,,,,CHEMBL1236661,,,ZINC000022048123
"2-(3-BROMOPHENYL)-6-[(2-HYDROXYETHYL)AMINO]-1H-BENZO[DE]ISOQUINOLINE-1,3(2H)-DIONE",Not Available,DB08701,OCCNC1=CC=C2C(=O)N(C(=O)C3=CC=CC1=C23)C1=CC(Br)=CC=C1,,,,,4177750.0,3388919.0,35553.0,,,CHEMBL559638,,,ZINC000003087488
"2,5-DIPHENYLFURAN-3,4-DICARBOXYLIC ACID",Not Available,DB08702,OC(=O)C1=C(OC(=C1C(O)=O)C1=CC=CC=C1)C1=CC=CC=C1,,,,,220535.0,191265.0,,,,,,,ZINC000000345566
"12-(2-hydroxyethyl)-2-(1-methylethoxy)-13,14-dihydronaphtho[2,1-a]pyrrolo[3,4-c]carbazol-5(12H)-one",Not Available,DB08703,CC(C)OC1=CC=C2C(CCC3=C2C2=C(C=NC2=O)C2=C3N(CCO)C3=CC=CC=C23)=C1,,,,,25203955.0,25060609.0,,,,,,,ZINC000039143289
"[[(3R,4R,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-(pentanoylamino)oxan-2-ylidene]amino] N-phenylcarbamate",Not Available,DB08704,[H][C@]1(CO)O\C(=N/OC(=O)NC2=CC=CC=C2)[C@]([H])(NC(=O)CCCC)[C@@]([H])(O)[C@]1([H])O,,,,,11582002.0,9756768.0,,,,CHEMBL256732,,,ZINC000035859848
"6-(5-BROMO-2-HYDROXYPHENYL)-2-OXO-4-PHENYL-1,2-DIHYDROPYRIDINE-3-CARBONITRILE",Not Available,DB08705,OC1=C(C=C(Br)C=C1)C1=CC(C2=CC=CC=C2)=C(C#N)C(=O)N1,,,,,1235170.0,1038066.0,26673.0,,86453.0,CHEMBL391586,,,ZINC000001017885
"(2S)-({(5Z)-5-[(5-Ethyl-2-furyl)methylene]-4-oxo-4,5-dihydro-1,3-thiazol-2-yl}amino)(4-fluorophenyl)acetic acid",Not Available,DB08706,CCC1=CC=C(O1)\C=C1/SC(N[C@H](C(O)=O)C2=CC=C(F)C=C2)=NC1=O,,,,,16049839.0,13178234.0,,,,CHEMBL221245,,,ZINC000034947225
"4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine",Not Available,DB08707,NC1=NC=CC(=N1)C1=CC2=C(ON=C2C=C1)C1=CC=C(Cl)C=C1,,,,,2765355.0,2046007.0,26669.0,,,CHEMBL409038,,,ZINC000002567089
"N-cyclohexyl-3-[3-(trifluoromethyl)phenyl][1,2,4]triazolo[4,3-b]pyridazin-6-amine",Not Available,DB08708,FC(F)(F)C1=CC=CC(=C1)C1=NN=C2C=CC(NC3CCCCC3)=NN12,,,,,10361208.0,8536657.0,26668.0,,,CHEMBL494360,,,ZINC000016052733
"2,3-diphenyl-1H-indole-7-carboxylic acid",Not Available,DB08709,OC(=O)C1=CC=CC2=C1NC(=C2C1=CC=CC=C1)C1=CC=CC=C1,,,,,5003498.0,4183181.0,26670.0,,,CHEMBL406652,,,ZINC000001506669
"(5Z)-5-[(5-ethylfuran-2-yl)methylidene]-2-[[(S)-(4-fluorophenyl)-(2H-tetrazol-5-yl)methyl]amino]-1,3-thiazol-4-one",Not Available,DB08710,CCC1=CC=C(O1)\C=C1/SC(N[C@H](C2=NN=NN2)C2=CC=C(F)C=C2)=NC1=O,,,,,23586178.0,,,,,CHEMBL234569,,,ZINC000028816704
Methyl vanillate,Not Available,DB08711,COC(=O)C1=CC(OC)=C(O)C=C1,"Acids, Carbocyclic / Benzene Derivatives / Benzoates / Ethers / Hydroxy Acids / Hydroxybenzoate Ethers / Hydroxybenzoates / Phenols / Phenyl Ethers",2HXG8QSO3D,3943-74-6,,19844.0,18693.0,,,46477.0,CHEMBL486214,,,ZINC000000388238
11-[(MERCAPTOCARBONYL)OXY]UNDECANOIC ACID,Not Available,DB08712,OC(=O)CCCCCCCCCCOC(S)=O,,,,,24778468.0,22378473.0,,,,,,,ZINC000053683316
"2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2N-METHYL-2H-TETRAZOL-5-YL]-PHENOL",Not Available,DB08713,CN1N=NC(=N1)C1=CC(C)=C(OCCCC2=CC(C)=NO2)C(C)=C1,,,,,1498.0,1453.0,,,,CHEMBL82304,,,ZINC000003590249
"2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[4-METHYL-2H-TETRAZOL-2-YL]-PHENOL",Not Available,DB08714,CC1=NOC(CCCOC2=C(C)C=C(C=C2C)N2N=NC(C)=N2)=C1,,,,,448137.0,395036.0,,,,,,,ZINC000006521985
"2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2-METHYL-4-ISOXAZOLYL]-PHENOL",Not Available,DB08715,CC1=NC(=CO1)C1=CC(C)=C(OCCCC2=CC(C)=NO2)C(C)=C1,,,,,448138.0,395037.0,,,,,,,ZINC000006521984
"[(2S)-4-methyl-3-oxo-2,3,4,5-tetrahydro-1H-1,4-benzodiazepin-2-yl]acetic acid",Not Available,DB08717,[H][C@@]1(CC(O)=O)NC2=CC=CC=C2CN(C)C1=O,,,,,11117974.0,9293106.0,,,,,,,ZINC000038272443
"4-(3-ethylthiophen-2-yl)benzene-1,2-diol",Not Available,DB08718,CCC1=C(SC=C1)C1=CC(O)=C(O)C=C1,,,,,24875311.0,23343503.0,,,,CHEMBL445245,,,ZINC000039109390
"5-(5-(6-CHLORO-4-(4,5-DIHYDRO-2-OXAZOLYL)PHENOXY)PENTYL)-3-METHYL ISOXAZOLE",Not Available,DB08719,CC1=NOC(CCCCCOC2=CC=C(C=C2Cl)C2=NCCO2)=C1,,,,,1788.0,1722.0,,,47727.0,CHEMBL6444,,,
"5-(5-(4-(4,5-dihydro-2-oxazoly)phenoxy)pentyl)-3-methyl osoxazole",Not Available,DB08720,CC1=NOC(CCCCCOC2=CC=C(C=C2)C2=NCCO2)=C1,,,,,1786.0,1720.0,,,10028.0,CHEMBL266800,,,
"5-(5-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-(hydroxyethyl oxymethyleneoxymethyl) isoxazole",Not Available,DB08721,OCCOCOCC1=NOC(CCCCCOC2=C(Cl)C=C(C=C2Cl)C2=NCCO2)=C1,,,,,441047.0,389866.0,,,,CHEMBL6448,,,ZINC000004097170
5-(7-(6-chloro-4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole,Not Available,DB08722,[H][C@]1(C)COC(=N1)C1=CC=C(OCCCCCCCC2=CC(C)=NO2)C(Cl)=C1,,,,,5289564.0,4451502.0,,,,CHEMBL167874,,,ZINC000001530453
WIN-54954,Not Available,DB08723,CC1=NOC(CCCCCOC2=C(Cl)C=C(C=C2Cl)C2=NCCO2)=C1,,IY9RJD7JGI,107355-45-3,,441048.0,389867.0,,,10029.0,CHEMBL6594,,,
5-(5-(4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)pentyl)-3-methyl isoxazole,Not Available,DB08724,[H][C@]1(C)COC(=N1)C1=CC=C(OCCCCCC2=CC(C)=NO2)C=C1,,,,,5289566.0,4451504.0,,,,CHEMBL165024,,,ZINC000001530456
"(S)-5-(7-(4-(4-Ethyl-4,5-dihydro-2-oxazolyl)phenoxy)heptyl)-3-methylisoxazole",Not Available,DB08725,CC[C@H]1COC(=N1)C1=CC=C(OCCCCCCCC2=CC(C)=NO2)C=C1,,,112270-39-0,,3082640.0,2340028.0,,,,CHEMBL24787,,,
"5-(7-(4-(4,5-dihydro-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole",Not Available,DB08726,CC1=NOC(CCCCCCCOC2=CC=C(C=C2)C2=NCCO2)=C1,,FX8Q9PI4VP,,,55717.0,50319.0,,,3846.0,CHEMBL283639,,,ZINC000001530460
"3-Methyl-5-(7-{4-[(4R)-4-methyl-4,5-dihydro-1,3-oxazol-2-yl]phenoxy}heptyl)-1,2-oxazole",Not Available,DB08727,C[C@@H]1COC(=N1)C1=CC=C(OCCCCCCCC2=CC(C)=NO2)C=C1,,,98524-87-9,,5272139.0,4436876.0,,,,CHEMBL55483,,,
"5-(3-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)propyl)-3-methyl isoxazole",Not Available,DB08728,CC1=NOC(CCCOC2=C(Cl)C=C(C=C2Cl)C2=NCCO2)=C1,,,,,129539.0,114711.0,,,,CHEMBL143305,,,
"5-ethoxy-4-(1-methyl-7-oxo-3-propyl-6,7-dihydro-1H-pyrazolo[4,3-d]pyrimidin-5-yl)thiophene-2-sulfonamide",Not Available,DB08729,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=C(OCC)SC(=C1)S(N)(=O)=O,,,,,24771758.0,22378475.0,,,,,,,
3-FLUORO-5-MORPHOLIN-4-YL-N-[1-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-6-YL]BENZAMIDE,Not Available,DB08730,FC1=CC(=CC(=C1)C(=O)NC1=CC=C2C=CN(CCC3=CC=NC=C3)C2=C1)N1CCOCC1,,,,,5326869.0,4484162.0,13353.0,,46552.0,CHEMBL193264,,,ZINC000013607796
"2-[(1R)-2-carboxy-1-(naphthalen-1-ylmethyl)ethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid",Not Available,DB08731,[H][C@](CC(O)=O)(CC1=CC=CC2=CC=CC=C12)N1C(=O)C2=CC=C(C=C2C1=O)C(O)=O,,,,,24764434.0,25058908.0,,,,,,,ZINC000016052515
NALPHA-[(BENZYLOXY)CARBONYL]-N-[(1R)-4-HYDROXY-1-METHYL-2-OXOBUTYL]-L-PHENYLALANINAMIDE,Not Available,DB08732,[H][C@](C)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(=O)OCC1=CC=CC=C1)C(=O)CCO,,,,,16220131.0,17347435.0,,,,,,,ZINC000016052314
"(2R,3R)-N^1^-[(1S)-2,2-DIMETHYL-1-(METHYLCARBAMOYL)PROPYL]-N^4^-HYDROXY-2-(2-METHYLPROPYL)-3-{[(1,3-THIAZOL-2-YLCARBONYL)AMINO]METHYL}BUTANEDIAMIDE",Not Available,DB08733,[H][C@@](CNC(=O)C1=NC=CS1)(C(=O)NO)[C@@]([H])(CC(C)C)C(=O)N[C@]([H])(C(=O)NC)C(C)(C)C,,,,,42609673.0,25060683.0,,,,,,,ZINC000053683325
